SEANCE    ;GROUPE    ;CODE        ;VALEUR          ;OUVERTURE ;CLOTURE    ;PLUS_BAS   ;PLUS_HAUT ;QUANTITE_NEGOCIEE;NB_TRANSACTION ;CAPITAUX 
24/02/2025   ;21        ;TN0002601227;"STBSE0425 11,3%CU5";100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TN0003100773;BNASB0825 8.5%P7-2;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TN0003100781;BNASB825T+2.25P7-2;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TN0003400330;AB0528 7.0%AP20   ;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TN0003400405;AB0825 T+0.85%AP15;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TN0003400652;AB SA0226 9% AP5PP;98.500    ;98.500    ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TN0003400660;"AB SB0226 9,2% AP5";100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TN0003400678;"ABSC0228 9,4%AP7-2";100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TN0003400686;AB SA0428T+2.7P7-2;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TN0003400694;AB SB0431T+2.8AP10;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TN0003600491;ATB0527T+1.75%AP20;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TN0003600509;ATB0532T+2.0%AP25 ;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TN0003600582;ATB0529 5.9%P20-5 ;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TN0003600640;ATBSA325T+2.05P7-2;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TN0003600657;ATBSB0328T+2.1AP10;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TN0003900248;UIB0729 5.85%AP20 ;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TN0003900263;UIB0831 6.3%P20   ;90.330    ;90.330    ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TN0003900305;UIB0133 6.70% AP20;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TN0004201471;CIL 0625 10.5% AP5;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TN0004620134;BTK0225 T+0.8%P15 ;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TN0004620142;BTK0230 5.85%P20  ;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TN0004700746;ATLC0325 7.95%P7-2;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TN0004700779;ATL C0725 8.5%P7-2;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TN0004700811;ATL A1025 10.30%P5;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TN0006610521;TJLSC0625 8.35P7-2;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TN0006610554;TJL S1125 10.25%P5;99.920    ;99.920    ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TN0006720130;MLSB0425 8.25%P7-2;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TN0007200199;WIBIC0626 10.75%P7;98.000    ;98.000    ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TN0007200207;WIB ID 0626 11%P7 ;95.000    ;95.000    ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TN0007310477;HL SB0525 8.5%P7-2;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TN0007310501;HL B0226 11.5%P7-2;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TN0007310535;"HLA1125 10,6%AP5PP";100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TN0007310543;"HL B1125 10,6% AP5";100.310   ;100.310   ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TN0007310550;"HLA0126 10,3%AP5PP";100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TN0007310568;"HL B0126 10,3% AP5";100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TN0007310576;HL A 0226 10% AP5 ;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TN0007310584;"HLB0228 10,1%AP7-2";100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TN0007780034;ABC B0725 8.4%P7-2;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TN0007780042;ABC B0725T+2.4P7-2;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TN0007780059;"ABCC0725T+2,5 INF7";100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TN0007780067;ABC A0625 11%AP5  ;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TN0007780075;"ABCB0627 11,5%P7-2";104.900   ;104.900   ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TN0008000580;BTA 6.3% Oct 2026 ;97.400    ;97.400    ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TN0008000606;BTA6.7% Avril 2028;93.100    ;93.100    ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TN0008000622;BTA 6.3% Mars 2026;95.950    ;95.950    ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TN0008000655;"BTA 6,6% Mars 2027";93.950    ;93.950    ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TN0008000663;"BTA 7,5% Juil 2032";97.000    ;97.000    ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TN0008000697;BTA 7% Juil  2028 ;90.500    ;90.500    ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TN0008000705;"BTA 6,5% Juin 2025";99.200    ;99.200    ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TN0008000721;"BTA 7,2% Fev 2027 ";95.850    ;96.000    ;96.000    ;96.000    ;600               ;1              ;577775.342
24/02/2025   ;21        ;TN0008000739;"BTA 7,4% Fev 2030 ";90.390    ;90.390    ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TN0008000747;"BTA 7,2% Mai 2027 ";95.340    ;95.340    ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TN0008000762;BTA 8% Nov 2030   ;97.000    ;97.000    ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TN0008000770;"BTA 7,3% Dec 2027 ";91.050    ;91.050    ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TN0008000796;"BTA 7,5% Janv 2028";100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TN0008000804;BTA 8% Mars 2033  ;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TN0008000812;"BTA 7,5% Dec 2028 ";100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TN0008000820;"ENAT2021 8,70%A PP";99.470    ;99.470    ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TN0008000838;"E NAT 2021 8,80% B";100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TN0008000846;"E NAT 2021 8,90% C";93.000    ;93.000    ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TN0008000853;ENAT2 HASSAN21 APP;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TN0008000887;"ENAT22021 8,70%APP";97.000    ;97.000    ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TN0008000895;"ENAT2 2021 8,80% B";100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TN0008000903;"ENAT2 2021 8,90% C";96.000    ;96.000    ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TN06F5NFW3K1;ATLA1028 10.7% AP5;99.340    ;99.340    ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TN0GGAF4RX47;ABSD1030 10.3% IF7;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TN0JN6PVVH38;"ENAT32022 T+2,2% B";100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TN0LAJZU8LX6;"ENAT3 2023T+1,95%C";100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TN0OU20VQYS5;"ENAT1 2022B T+2,5%";100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TN0PID0RGAE6;BH SC1028 9.1%P7-2;99.240    ;99.400    ;99.400    ;99.400    ;246               ;1              ;20199.768
24/02/2025   ;21        ;TN0R77XCOAH0;STBSE0127 8.7% AP5;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TN0S9Z1I0G78;BSA0627 8.75% P5PP;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TN10K3C5R1G1;"ENAT4 2023T+1,95%C";100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TN11TIB0EPV4;"ENAT2 2022T+2,40%C";100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TN19GXXADLD0;"BTA 9,5% aout 2035";100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TN2781ZB9E10;"ENAT12024T+1,75% B";100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TN2MVOGUKOA5;ENT4 2022 T+2% APP;94.000    ;94.000    ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TN2MYCP047G7;STBSC0127T+2.7%AP5;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TN2XZZTDCR70;BSA0627T+2.55%P5PP;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TN2ZCQIJFHW9;"ENT22024T+1,7% APP";100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TN36Q8OXFK87;ENAT1 HASSAN2023 B;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TN3C6DVEWM76;"ENAT12023T+1,75% B";100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TN3QL5M1QLW6;"ENAT3 2021 8,90% C";100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TN44RRP7AMA4;ENDA A0729T+2.9%P5;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TN45VKDAPM79;"ENAT42024T+1,75% B";100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TN4A4WPDZOC1;"ENAT3 2022 9,60% C";100.150   ;100.150   ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TN4IAOG1Z7S3;BSE0629T+3.25% IF7;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TN4J4VCBM140;TJL A 0927 10% AP5;99.500    ;99.500    ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TN4SCYEXIVY5;"TLF0529 10,60% AP5";100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TN4UMPL967X2;STBSB0127T+2.55IF5;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TN5PTKYMCD13;ABSC1030 10.2%P7-2;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TN5QHXZ8T348;"ENAT32021 T+2,55%B";100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TN5WI26K4ER0;"ENAT2 2024 9,95% C";100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TN5XXZZ454U2;"ENAT1 2022 C 9,10%";100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TN6DQ00JBLT7;"ENAT12023 9,75%APP";100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TN6K3B3UUB12;WIBB0130 9.75%P7-2;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TN6KZZZEJ5N2;ATL B0129 9.8%P7-2;101.100   ;101.100   ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TN714WHHNWN4;ENAT2 HASSAN2022 C;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TN77U54Q5NV3;HL A0327 9.6% AP5 ;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TN7PM93UZP50;"ENAT42022T+2,05% B";100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TN85TI1TIY25;"ENAT1 2024T+1,95%C";100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TN87SF5T9RO3;"BTA 9,80% Oct 2028";100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TN88JDDM1JY5;TJL 0329T+2.5% AP5;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TN8DSPQCBC06;ATL A 1027 10% AP5;98.810    ;98.810    ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TN8J8QFA4123;BSD0629 9.20% P7-2;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TN8KXKPKVQU2;"ENAT2 2024T+1,95%C";100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TN8X3GZLYOR8;STBSA0127T+2.3%AP5;99.300    ;99.300    ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TN9092FJVKK8;"ENAT4 2024 9,8% B ";100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TN99P72UERY9;"TLF0428 10,55% AP5";100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TN9CYAY77XT1;"ENAT42024 9,75%APP";95.000    ;95.000    ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TN9EGII9CQ82;"BTA 9,70% Oct 2027";100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TN9MG9SI38K0;BSC0627T+2.95% IF5;96.210    ;96.210    ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TNA3G5IE2961;ENAT4HASSAN2022APP;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TNA4HARL4UU5;BHSD1028T+2.9%P7-2;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TNAGSVAWF5T2;HLB0328 T+2.6% AP5;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TNAO0T7V1X56;"ENAT32024T+1,75% B";100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TNAX90TPIFM2;TAYB1031 11.1%P7-2;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TNBDWIX8EYF6;"ENAT32024 9,75%APP";100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TNBHB9XIP394;ENAT1 HASSAN2022 B;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TNBII1MJCEF3;"ENAT4 2023 9,8% B ";100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TNBLRFH96SL4;BSB0627 8.75% P5  ;100.130   ;100.130   ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TNBSXXEKBFR8;"ENAT42023 9,95% C ";100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TNBWI945JEA5;ATLB0230 10.7%P7-2;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TNBYTZTD19Z0;"ENT12023T+1,7% APP";91.000    ;91.000    ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TNC6WBFURIQ8;"ENAT22024T+1,75% B";100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TNCDR74CL701;ENAT1 HASSAN2022 A;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TNCGJF5TW027;ENAT1 2023 9.8% B ;93.500    ;93.500    ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TNCR2TMAK1K8;"ENAT2 2023 9,8% B ";99.000    ;99.000    ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TNCTFVWUXV74;TJLB927 T+2.75%AP5;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TNCYAUILJ413;"BTA 9,87% Janv2032";100.170   ;100.170   ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TNCYYRNQ4UA6;"ENDA A0729 10,8%P5";100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TNDE9EH7SA12;ABSA1028 10.05%AP5;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TNDJUT047VF9;BSF0632T+3.35P10-5;100.180   ;100.180   ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TNDRFUSQRGB4;"ENAT2 2023T+1,95%C";100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TNDSN3G1YQE9;"ENAT3 2023 9,95% C";100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TNE5I87AYZT5;ENAT3 HASSAN21 APP;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TNEDMOU67Y09;"TAY A1029 10,9%P5 ";100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TNEFCT8MXYZ3;"ENAT4 2022 9,60% C";100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TNFC8O7A98F4;"ENAT3 2024 9,8% B ";100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TNFOOWIRG8H7;"ENAT22022 T+2,2% B";100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TNFSFT39R800;BSG0632 9.70% IF10;100.760   ;100.760   ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TNFUHZ3R7VR5;ATL A0127 9.6% AP5;98.170    ;98.170    ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TNG0JL1IIN67;BSD0629 T+3% P7-2 ;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TNGB6J5LA0W7;"ENAT22024 9,75%APP";100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TNGCLJS7FYQ7;"ENAT4 2024 9,95% C";100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TNGQ611JKPR4;BSF0632 9.60%P10-5;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TNGVARQJO7Y7;"ENAT42023 9,75%APP";100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TNHD4NKEWF69;BSG0632T+3.45%IF10;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TNHG2VXQ3BG0;"ENAT1 2022 B 8,90%";100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TNHOFRXHSG72;"ENT22023T+1,7% APP";92.020    ;92.020    ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TNHUVZNLATV4;BTA 8% Janv 2029  ;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TNHZAONAPWF9;"ENAT1 2023T+1,95%C";100.620   ;100.620   ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TNI5BPOGW9F1;"BTA 9,89% Juin2033";100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TNI9EO2MTU05;"ENAT2 2022 9,60% C";99.270    ;99.270    ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TNIHWO49ARG5;BHSB1026T+2.7%INF5;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TNIKWGWIVBC2;ATL0529 10.55% AP5;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TNINM1L131F4;ENAT3 HASSAN2024 B;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TNIPE0BZ0LR6;"TLF0929 10,50% AP5";100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TNIZ090I5G66;"ENAT3 2022T+2,40%C";100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TNJ1M1ZAWYG5;"ENAT22022 9,25%APP";100.000   ;100.000   ;95.000    ;100.000   ;587               ;3              ;5956.363
24/02/2025   ;21        ;TNJ48E224391;"ENT12024T+1,7% APP";100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TNJL4N1SD7B2;"BTA 8,8% Sept 2032";100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TNJP2LP1CVE1;"ENAT32021 T+2,65%C";100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TNJQ3VIAM1R9;ENAT3 HASSAN2021 C;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TNJQTACHIQQ5;HL B0329 9.8%P7-2 ;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TNJT7SUL9423;ENAT1HASSAN2023APP;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TNKU48FZVRH1;TLF0427 T+2.75%AP5;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TNL6Z2LXMEP5;STBSD0127 9.35%IF5;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TNL7VQZVHR54;HLA0328 10.75% AP5;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TNL8PGUB9C93;ABSA1028T+2.15%AP5;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TNLBC9INKV10;"ENAT3 2024T+1,95%C";100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TNLEGO8CKWX3;"ENAT1 2022A T+2,4%";92.500    ;92.500    ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TNLI8MDN3K59;"ENAT12024 9,75%APP";95.000    ;95.000    ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TNLRQIP0OJY4;BTA 9% sept 2029  ;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TNM46OWVRPO6;ENAT2 HASSAN22 APP;65.000    ;65.000    ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TNMA55MMDD46;ATLA0228 10.5% AP5;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TNMC9HTIB5A4;WC0133 10.25%P10-2;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TNMCJHUZPRD0;"TLF0129 10,70% AP5";100.500   ;100.500   ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TNMCPXLL1EE2;"ENAT42023T+1,75% B";100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TNMEZPU3I4U2;TJL 1028 10.7% AP5;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TNN0SOORH1F1;"BTA 8,25% Juin2031";100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
24/02/2025   ;21        ;TNN50G7PX8W5;"ENAT22023T+1,75% B";100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
