SEANCE    ;GROUPE    ;CODE        ;VALEUR          ;OUVERTURE ;CLOTURE    ;PLUS_BAS   ;PLUS_HAUT ;QUANTITE_NEGOCIEE;NB_TRANSACTION ;CAPITAUX 
02/01/2025   ;11        ;TN0001100254;SFBT              ;11.600    ;11.530    ;11.520    ;11.780    ;16304             ;77             ;189142.770
02/01/2025   ;11        ;TN0001400704;SPDIT - SICAF     ;12.000    ;12.000    ;12.000    ;12.000    ;1899              ;11             ;22788.000
02/01/2025   ;11        ;TN0001600154;ATTIJARI BANK     ;51.500    ;51.400    ;50.750    ;51.490    ;1289              ;28             ;66122.160
02/01/2025   ;11        ;TN0001800457;BIAT              ;93.830    ;93.900    ;93.520    ;93.900    ;1176              ;25             ;110262.330
02/01/2025   ;11        ;TN0001900604;BH BANK           ;12.700    ;12.700    ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2025   ;11        ;TN0002100907;TUNISIE LEASING F ;17.990    ;17.990    ;17.990    ;17.990    ;90                ;7              ;1619.100
02/01/2025   ;11        ;TN0002200053;BT                ;5.190     ;5.170     ;5.150     ;5.170     ;8741              ;3              ;45016.270
02/01/2025   ;11        ;TN0002600955;STB               ;2.970     ;2.950     ;2.850     ;2.970     ;6292              ;14             ;18096.060
02/01/2025   ;11        ;TN0003100609;BNA               ;8.180     ;8.140     ;8.100     ;8.190     ;1342              ;8              ;10900.170
02/01/2025   ;11        ;TN0003200755;ICF               ;99.000    ;98.000    ;97.000    ;99.000    ;726               ;48             ;70626.140
02/01/2025   ;11        ;TN0003400058;AMEN BANK         ;36.900    ;36.400    ;36.000    ;36.880    ;1226              ;26             ;44691.540
02/01/2025   ;11        ;TN0003600350;ATB               ;2.800     ;2.840     ;2.800     ;2.840     ;1314              ;5              ;3699.160
02/01/2025   ;11        ;TN0003900107;UIB               ;22.300    ;22.320    ;22.300    ;22.760    ;2109              ;14             ;47756.030
02/01/2025   ;11        ;TN0004200853;CIL               ;24.900    ;24.900    ;24.900    ;24.900    ;321               ;1              ;7992.900
02/01/2025   ;11        ;TN0004700100;ATL               ;4.250     ;4.280     ;4.280     ;4.280     ;30                ;1              ;128.400
02/01/2025   ;11        ;TN0005700018;POULINA GP HOLDING;8.680     ;8.610     ;8.560     ;8.610     ;2832              ;21             ;24345.200
02/01/2025   ;11        ;TN0006060016;STAR              ;178.000   ;177.890   ;177.890   ;179.000   ;263               ;7              ;46873.870
02/01/2025   ;11        ;TN0006530018;SOTETEL           ;6.990     ;7.180     ;6.940     ;7.190     ;12426             ;62             ;88389.610
02/01/2025   ;11        ;TN0006560015;SOTUVER           ;12.610    ;12.500    ;12.400    ;12.610    ;12971             ;45             ;162394.920
02/01/2025   ;11        ;TN0006580013;SOTUMAG           ;6.250     ;6.420     ;6.250     ;6.420     ;12                ;3              ;76.360
02/01/2025   ;11        ;TN0006590012;SIAME             ;3.580     ;3.550     ;3.470     ;3.560     ;7864              ;5              ;27392.030
02/01/2025   ;11        ;TN0006610018;ATTIJARI LEASING  ;19.150    ;20.270    ;19.150    ;20.280    ;1168              ;12             ;23368.220
02/01/2025   ;11        ;TN0006660013;SOTRAPIL          ;15.080    ;15.100    ;15.080    ;15.100    ;200               ;4              ;3016.600
02/01/2025   ;11        ;TN0007210016;ESSOUKNA          ;1.560     ;1.490     ;1.490     ;1.490     ;8066              ;28             ;12018.340
02/01/2025   ;11        ;TN0007270010;TPR               ;6.330     ;6.290     ;6.200     ;6.330     ;9021              ;19             ;56815.900
02/01/2025   ;11        ;TN0007300015;ARTES             ;8.200     ;8.150     ;8.050     ;8.190     ;3519              ;17             ;28742.200
02/01/2025   ;11        ;TN0007400013;CARTHAGE CEMENT   ;2.190     ;2.150     ;2.130     ;2.170     ;20277             ;27             ;43441.050
02/01/2025   ;11        ;TN0007410012;ENNAKL AUTOMOBILES;10.610    ;10.700    ;10.500    ;10.700    ;705               ;7              ;7453.600
02/01/2025   ;11        ;TN0007440019;TELNET HOLDING    ;6.000     ;6.090     ;6.090     ;6.090     ;4455              ;26             ;27130.950
02/01/2025   ;11        ;TN0007510019;LAND OR           ;10.350    ;10.450    ;10.160    ;10.550    ;48                ;7              ;494.730
02/01/2025   ;11        ;TN0007530017;ONE TECH HOLDING  ;9.300     ;9.140     ;9.100     ;9.300     ;80375             ;144            ;734804.130
02/01/2025   ;11        ;TN0007540016;NEW BODY LINE     ;4.950     ;4.920     ;4.920     ;4.930     ;518               ;4              ;2552.560
02/01/2025   ;11        ;TN0007550015;CITY CARS         ;12.700    ;13.180    ;12.600    ;13.320    ;967               ;23             ;12249.370
02/01/2025   ;11        ;TN0007570013;EURO-CYCLES       ;11.800    ;11.600    ;11.510    ;11.800    ;7726              ;59             ;89774.500
02/01/2025   ;11        ;TN0007590011;CELLCOM           ;2.340     ;2.420     ;2.420     ;2.420     ;270               ;4              ;653.400
02/01/2025   ;11        ;TN0007610017;SAH               ;10.220    ;10.140    ;10.060    ;10.240    ;6874              ;28             ;69796.240
02/01/2025   ;11        ;TN0007620016;MPBS              ;12.210    ;12.200    ;12.200    ;12.200    ;111               ;3              ;1354.200
02/01/2025   ;11        ;TN0007630015;SOTIPAPIER        ;5.450     ;5.420     ;5.300     ;5.450     ;7086              ;20             ;38244.140
02/01/2025   ;11        ;TN0007670011;DELICE HOLDING    ;16.090    ;16.200    ;16.090    ;16.200    ;1318              ;14             ;21214.850
02/01/2025   ;11        ;TN0007680010;BNA ASSURANCES    ;2.450     ;2.380     ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2025   ;11        ;TN0007700016;OFFICEPLAST       ;1.650     ;1.670     ;1.670     ;1.720     ;5390              ;23             ;9010.800
02/01/2025   ;11        ;TN0007720014;UNIMED            ;7.130     ;6.990     ;6.990     ;7.130     ;4019              ;15             ;28306.600
02/01/2025   ;11        ;TN0007740012;ATELIER MEUBLE INT;5.880     ;5.840     ;5.770     ;5.880     ;6050              ;19             ;35106.550
02/01/2025   ;11        ;TN0007830011;ASSUR MAGHREBIA   ;51.480    ;49.170    ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2025   ;11        ;TNDKJ8O68X14;ASSU MAGHREBIA VIE;6.150     ;6.150     ;6.030     ;6.200     ;5650              ;20             ;34938.000
02/01/2025   ;11        ;TNNGTFLC2986;STA               ;21.000    ;21.200    ;21.000    ;21.300    ;4326              ;22             ;91050.700
02/01/2025   ;11        ;TNQPQXRODTH8;SMART TUNISIE     ;13.650    ;13.650    ;13.260    ;13.800    ;6734              ;39             ;91425.390
02/01/2025   ;12        ;TN0001000108;MONOPRIX          ;3.550     ;3.550     ;3.550     ;3.550     ;200               ;1              ;710.000
02/01/2025   ;12        ;TN0001300557;BTE (ADP)         ;3.350     ;3.350     ;3.350     ;3.350     ;270               ;2              ;904.500
02/01/2025   ;12        ;TN0002400505;UBCI              ;21.500    ;20.540    ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2025   ;12        ;TN0002500650;PLAC. TSIE-SICAF  ;46.010    ;46.010    ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2025   ;12        ;TN0003000452;ASTREE            ;46.000    ;46.000    ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2025   ;12        ;TN0004000055;SIMPAR            ;35.900    ;35.900    ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2025   ;12        ;TN0004100202;TUNINVEST-SICAR   ;9.250     ;9.250     ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2025   ;12        ;TN0006440010;MAGASIN GENERAL   ;6.990     ;7.000     ;7.000     ;7.000     ;15                ;3              ;105.000
02/01/2025   ;12        ;TN0006550016;BH ASSURANCE      ;49.000    ;49.000    ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2025   ;12        ;TN0006720049;BH LEASING        ;3.630     ;3.790     ;3.790     ;3.790     ;156               ;6              ;591.240
02/01/2025   ;12        ;TN0007180011;SITS              ;1.900     ;1.900     ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2025   ;12        ;TN0007200017;WIFACK INT BANK   ;9.000     ;9.000     ;8.990     ;9.000     ;334               ;3              ;3002.860
02/01/2025   ;12        ;TN0007310139;HANNIBAL LEASE    ;7.400     ;7.070     ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2025   ;12        ;TN0007350010;CIMENTS DE BIZERTE;0.420     ;0.420     ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2025   ;12        ;TN0007380017;TUNIS RE          ;8.200     ;8.200     ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2025   ;12        ;TN0007580012;BEST LEASE        ;1.950     ;1.950     ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2025   ;13        ;TN0004300307;SITEX             ;3.350     ;3.450     ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2025   ;13        ;TN0006170013;STE TUN. DU SUCRE ;11.620    ;11.960    ;11.960    ;11.960    ;30                ;1              ;358.800
02/01/2025   ;21        ;TN0001300607;BTE0930 5.85%AP20 ;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2025   ;21        ;TN0001300623;BTE0232 6.25%P20  ;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2025   ;21        ;TN0001300664;BTE A0125 11% AP5 ;99.720    ;99.720    ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2025   ;21        ;TN0001300672;BTEA0125 T+2.75%P5;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2025   ;21        ;TN0001300680;"BTEB0127 11,5%P7-2";100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2025   ;21        ;TN0001300698;"BTEB0127T+3,25P7-2";100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2025   ;21        ;TN0001901040;BHSB0425 7.85%P7-2;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2025   ;21        ;TN0001901057;BHSB0425T+2.1%P7-2;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2025   ;21        ;TN0001901065;BHS C0425 8% INF 7;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2025   ;21        ;TN0001901115;BH SC0326 10.3P7-2;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2025   ;21        ;TN0001901123;BH SC0326T+2.6P7-2;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2025   ;21        ;TN0002101988;TLSB0225 8.20%P7-2;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2025   ;21        ;TN0002102010;TL B0525 8.2% P7-2;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2025   ;21        ;TN0002102085;TLFSB 0126 11%P7-2;100.600   ;100.600   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2025   ;21        ;TN0002102093;TLFSB 0126T+3%P7-2;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2025   ;21        ;TN0002102127;TL B0626 11.7%P7-2;102.630   ;102.630   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2025   ;21        ;TN0002102135;TLS 0525 11.6% AP5;101.500   ;101.500   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2025   ;21        ;TN0002102143;"TLS S0126 10,25%P5";100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2025   ;21        ;TN0002102150;TLFA0426 9.70%AP5 ;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2025   ;21        ;TN0002601003;STB0528T+1.75%AP20;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2025   ;21        ;TN0002601011;STB0533 T+2.0%AP25;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2025   ;21        ;TN0002601029;STB0225 6.5%AP16  ;90.000    ;90.000    ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2025   ;21        ;TN0002601045;STB0325 5.30%P15  ;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2025   ;21        ;TN0002601169;STB SC1126 11%P7-2;100.150   ;100.150   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2025   ;21        ;TN0002601177;STBSC1126T+2.8P7-2;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2025   ;21        ;TN0002601185;"STBSD1126 11,5%IF7";100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2025   ;21        ;TN0002601201;STB SA0425 10.5%P5;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2025   ;21        ;TN0002601219;STB SC0427 11%P7-2;100.150   ;100.150   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2025   ;21        ;TN0002601227;"STBSE0425 11,3%CU5";100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2025   ;21        ;TN0003100773;BNASB0825 8.5%P7-2;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2025   ;21        ;TN0003100781;BNASB825T+2.25P7-2;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2025   ;21        ;TN0003400330;AB0528 7.0%AP20   ;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2025   ;21        ;TN0003400405;AB0825 T+0.85%AP15;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2025   ;21        ;TN0003400652;AB SA0226 9% AP5PP;98.500    ;98.500    ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2025   ;21        ;TN0003400660;"AB SB0226 9,2% AP5";99.200    ;99.200    ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2025   ;21        ;TN0003400678;"ABSC0228 9,4%AP7-2";100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2025   ;21        ;TN0003400686;AB SA0428T+2.7P7-2;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2025   ;21        ;TN0003400694;AB SB0431T+2.8AP10;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2025   ;21        ;TN0003600491;ATB0527T+1.75%AP20;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2025   ;21        ;TN0003600509;ATB0532T+2.0%AP25 ;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2025   ;21        ;TN0003600582;ATB0529 5.9%P20-5 ;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2025   ;21        ;TN0003600640;ATBSA325T+2.05P7-2;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2025   ;21        ;TN0003600657;ATBSB0328T+2.1AP10;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2025   ;21        ;TN0003900248;UIB0729 5.85%AP20 ;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2025   ;21        ;TN0003900263;UIB0831 6.3%P20   ;90.330    ;90.330    ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2025   ;21        ;TN0003900305;UIB0133 6.70% AP20;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2025   ;21        ;TN0004201471;CIL 0625 10.5% AP5;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2025   ;21        ;TN0004620134;BTK0225 T+0.8%P15 ;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2025   ;21        ;TN0004620142;BTK0230 5.85%P20  ;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2025   ;21        ;TN0004700746;ATLC0325 7.95%P7-2;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2025   ;21        ;TN0004700779;ATL C0725 8.5%P7-2;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2025   ;21        ;TN0004700811;ATL A1025 10.30%P5;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2025   ;21        ;TN0006610521;TJLSC0625 8.35P7-2;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2025   ;21        ;TN0006610554;TJL S1125 10.25%P5;99.920    ;99.920    ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2025   ;21        ;TN0006720130;MLSB0425 8.25%P7-2;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2025   ;21        ;TN0007200199;WIBIC0626 10.75%P7;98.000    ;98.000    ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2025   ;21        ;TN0007200207;WIB ID 0626 11%P7 ;95.000    ;95.000    ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2025   ;21        ;TN0007310444;HL B0125 8.25%P7-2;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2025   ;21        ;TN0007310477;HL SB0525 8.5%P7-2;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2025   ;21        ;TN0007310501;HL B0226 11.5%P7-2;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2025   ;21        ;TN0007310535;"HLA1125 10,6%AP5PP";100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2025   ;21        ;TN0007310543;"HL B1125 10,6% AP5";100.310   ;100.310   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2025   ;21        ;TN0007310550;"HLA0126 10,3%AP5PP";100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2025   ;21        ;TN0007310568;"HL B0126 10,3% AP5";100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2025   ;21        ;TN0007310576;HL A 0226 10% AP5 ;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2025   ;21        ;TN0007310584;"HLB0228 10,1%AP7-2";100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2025   ;21        ;TN0007780034;ABC B0725 8.4%P7-2;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2025   ;21        ;TN0007780042;ABC B0725T+2.4P7-2;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2025   ;21        ;TN0007780059;"ABCC0725T+2,5 INF7";100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2025   ;21        ;TN0007780067;ABC A0625 11%AP5  ;99.930    ;99.930    ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2025   ;21        ;TN0007780075;"ABCB0627 11,5%P7-2";104.900   ;104.900   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2025   ;21        ;TN0008000580;BTA 6.3% Oct 2026 ;97.400    ;97.400    ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2025   ;21        ;TN0008000606;BTA6.7% Avril 2028;93.100    ;93.100    ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2025   ;21        ;TN0008000622;BTA 6.3% Mars 2026;95.950    ;95.950    ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2025   ;21        ;TN0008000655;"BTA 6,6% Mars 2027";93.950    ;93.950    ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2025   ;21        ;TN0008000663;"BTA 7,5% Juil 2032";97.000    ;97.000    ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2025   ;21        ;TN0008000697;BTA 7% Juil  2028 ;90.500    ;90.500    ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2025   ;21        ;TN0008000705;"BTA 6,5% Juin 2025";96.920    ;96.920    ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2025   ;21        ;TN0008000721;"BTA 7,2% Fev 2027 ";92.750    ;92.750    ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2025   ;21        ;TN0008000739;"BTA 7,4% Fev 2030 ";90.390    ;90.390    ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2025   ;21        ;TN0008000747;"BTA 7,2% Mai 2027 ";94.950    ;94.950    ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2025   ;21        ;TN0008000762;BTA 8% Nov 2030   ;97.000    ;97.000    ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2025   ;21        ;TN0008000770;"BTA 7,3% Dec 2027 ";91.050    ;91.050    ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2025   ;21        ;TN0008000796;"BTA 7,5% Janv 2028";100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2025   ;21        ;TN0008000804;BTA 8% Mars 2033  ;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2025   ;21        ;TN0008000812;"BTA 7,5% Dec 2028 ";100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2025   ;21        ;TN0008000820;"ENAT2021 8,70%A PP";99.130    ;99.130    ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2025   ;21        ;TN0008000838;"E NAT 2021 8,80% B";100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2025   ;21        ;TN0008000846;"E NAT 2021 8,90% C";93.000    ;93.000    ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2025   ;21        ;TN0008000853;ENAT2 HASSAN21 APP;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2025   ;21        ;TN0008000887;"ENAT22021 8,70%APP";95.000    ;95.000    ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2025   ;21        ;TN0008000895;"ENAT2 2021 8,80% B";100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2025   ;21        ;TN0008000903;"ENAT2 2021 8,90% C";96.000    ;96.000    ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2025   ;21        ;TN06F5NFW3K1;ATLA1028 10.7% AP5;99.340    ;99.340    ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2025   ;21        ;TN0GGAF4RX47;ABSD1030 10.3% IF7;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2025   ;21        ;TN0JN6PVVH38;"ENAT32022 T+2,2% B";100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2025   ;21        ;TN0LAJZU8LX6;"ENAT3 2023T+1,95%C";100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2025   ;21        ;TN0OU20VQYS5;"ENAT1 2022B T+2,5%";100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2025   ;21        ;TN0PID0RGAE6;BH SC1028 9.1%P7-2;99.240    ;99.240    ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2025   ;21        ;TN0R77XCOAH0;STBSE0127 8.7% AP5;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2025   ;21        ;TN0S9Z1I0G78;BSA0627 8.75% P5PP;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2025   ;21        ;TN10K3C5R1G1;"ENAT4 2023T+1,95%C";100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2025   ;21        ;TN11TIB0EPV4;"ENAT2 2022T+2,40%C";100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2025   ;21        ;TN19GXXADLD0;"BTA 9,5% aout 2035";100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2025   ;21        ;TN2781ZB9E10;"ENAT12024T+1,75% B";100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2025   ;21        ;TN2MVOGUKOA5;ENT4 2022 T+2% APP;94.000    ;94.000    ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2025   ;21        ;TN2MYCP047G7;STBSC0127T+2.7%AP5;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2025   ;21        ;TN2XZZTDCR70;BSA0627T+2.55%P5PP;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2025   ;21        ;TN2ZCQIJFHW9;"ENT22024T+1,7% APP";100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2025   ;21        ;TN36Q8OXFK87;ENAT1 HASSAN2023 B;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2025   ;21        ;TN3C6DVEWM76;"ENAT12023T+1,75% B";100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2025   ;21        ;TN3QL5M1QLW6;"ENAT3 2021 8,90% C";100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2025   ;21        ;TN44RRP7AMA4;ENDA A0729T+2.9%P5;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2025   ;21        ;TN45VKDAPM79;"ENAT42024T+1,75% B";100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2025   ;21        ;TN4A4WPDZOC1;"ENAT3 2022 9,60% C";100.150   ;100.150   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2025   ;21        ;TN4IAOG1Z7S3;BSE0629T+3.25% IF7;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2025   ;21        ;TN4J4VCBM140;TJL A 0927 10% AP5;99.500    ;99.500    ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2025   ;21        ;TN4SCYEXIVY5;"TLF0529 10,60% AP5";100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2025   ;21        ;TN4UMPL967X2;STBSB0127T+2.55IF5;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2025   ;21        ;TN5PTKYMCD13;ABSC1030 10.2%P7-2;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2025   ;21        ;TN5QHXZ8T348;"ENAT32021 T+2,55%B";100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2025   ;21        ;TN5WI26K4ER0;"ENAT2 2024 9,95% C";100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2025   ;21        ;TN5XXZZ454U2;"ENAT1 2022 C 9,10%";94.000    ;94.000    ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2025   ;21        ;TN6DQ00JBLT7;"ENAT12023 9,75%APP";92.030    ;92.030    ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2025   ;21        ;TN6K3B3UUB12;WIBB0130 9.75%P7-2;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2025   ;21        ;TN6KZZZEJ5N2;ATL B0129 9.8%P7-2;101.100   ;101.100   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2025   ;21        ;TN714WHHNWN4;ENAT2 HASSAN2022 C;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
02/01/2025   ;21        ;TN77U54Q5NV3;HL A0327 9.6% AP5 ;100.000   ;100.000   ;0.000     ;0.000     ;0                 ;0              ;0.000
